languages_used,index_numbers,mixed_clip_filename,transcripts,utterance_ids,total_duration
"hi, hi, hi, hi, hi","1817, 1068, 3018, 1761, 3063",mixed_clip_69.wav,"ब्रिटेन: कक्षाओं में स्मार्टफोन पर रोक की तैयारी | त्रिपुरा जेल से कैदियों के भागने को लेकर तीन अफसर निलंबित | दोनों नंगे थे। | वाशिंगटन पहुंचकर बड़ा ऐलान करेंगे डोनाल्ड ट्रंप, लेकिन क्या? | मणिपुर में भी सरकार बनाने पर दावा पेश करेगी बीजेपी","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.628
"hi, hi, ne-NP, hi, hi, hi","4357, 3648, 13, 3215, 3598, 2835",mixed_clip_70.wav,"प्रभास-अनुष्का संग लंदन पहुंची 'बाहुबली' की टीम, ये है खास वजह | उस तरह का आदमी मुझसे झिलता नहीं है। | दाजुहरू सबैलाई नमस्कार है । | वह मशीन बहुत सारी बिजली बनाती है। | उसे पैसे चुराने के लिए हिरासत में ले लिया गया। | मेरे बॉस ने मुझसे पिछले रविवार को काम करवाया।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, b04876941eb74a0d7971c73e1d6d2101f02d13c2134e7af8e89454473adcacbaa9511a8616ff377aa7683e3f7ed35325d9f4d5ee12ad49f61dd1513aca8bb628, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.692
"hi, hi, hi, ne-NP, hi, hi, ne-NP, hi","3610, 3687, 529, 207, 4237, 4089, 215, 2978",mixed_clip_71.wav,"एक चुम्मा या दो? | एक भाषा कभी भी काफ़ी नहीं होगी। | टॉम भी मुस्कुराया। | जसको शक्ति उसकै भक्ति | विद्या बालन और इमरान हाशमी लोकल ट्रेन में | सलमान की 'मेंटल' को लेकर सस्पेंश बरकरार | हाहा ल भाइ, रमाइलो गर । | वह गायिका है।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0142a5d130e7fb1d6435cf711c230cda2631aac457b40578f78ce5379713dfeca4a804e61706697ffa10adf0667f4d17ae2acc739859b1b338332fc346a080d5, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.404000000000003
"ne-NP, hi, ne-NP, hi, hi, hi","20, 4266, 20, 4225, 3773, 2213",mixed_clip_72.wav,"को को के के गर्दै हनुहुन्छ? | कॉफी पाउडर से तैयार करें घरेलू स्क्रब... | को को के के गर्दै हनुहुन्छ? | इस मामले में फिर सलमान-आमिर से आगे हैं अक्षय कुमार | मैंने उसे पहले देखा हुआ था, इसलिए मैंने उसे पहचान लिया। | चीन एवं पाक से लगने वाली सीमाओं पर विशेष ध्यान: एंटनी","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.348000000000003
"hi, hi, hi, hi","2422, 3044, 89, 1274",mixed_clip_73.wav,"गुटबाजी से बदहाल मध्य प्रदेश कांग्रेस | मैंने उसे बहुत दिनों से नहीं देखा है। | अब गंगा नदी में थूका या कूड़ा फेंका तो हो सकती है जेल | जोमैटो ने किया राधिका आप्टे को ट्रोल, बचाव में उतरा नेटफ्लिक्स","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",18.612000000000002
"hi, hi, hi, hi","1936, 4192, 2157, 3803",mixed_clip_74.wav,"विमानन सेवा से अरबों रुपये कमाते हैं राहुल भाटिया | एएमयू हॉस्टल ने फरमान वापस लिया, लड़कियां पहन सकेंगी अपनी मर्जी से कपड़े | नए सेशन की शुरुअात में फीस स्ट्रक्चर बताएंगे प्राइवेट स्कूल | स्पष्टवादिता छोड़ नहीं पाते रघुवंश प्रसाद","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.864
"hi, ne-NP, hi, hi, hi","3090, 58, 4177, 791, 1716",mixed_clip_75.wav,शाह का मिशन बिहार: बीजेपी को नीतीश से ज्यादा 'शक्ति केंद्र' पर भरोसा | तिमी हराएर हो नि भाई । | नेहरू युवा केंद्र: युवाओं के नाम पर घमासान | टॉम सात बजे घर पहुँचा। | उत्तराखंड: पुलिस ने गुमशुदा लोगों के लिए शुरू किया ऑपरेशन स्माइल और शिनाख्त,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.096
"hi, hi, hi, hi","3140, 3577, 162, 849",mixed_clip_76.wav,नई सरकार ने देश को भ्रष्टाचार से मुक्त करने का वादा किया। | कम उम्र में सेक्स के लिए उकसा सकता है रैप म्यूजिक | पुर्त्तगाली जितनी सुंदर और कोई भाषा नहीं है। | युवक ने की अवैध गांजे की शिकायत तो बदमाशों ने किया चाकुओं से घायल,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",18.432
"ne-NP, ne-NP, hi, hi","109, 3, 2138, 1987",mixed_clip_77.wav,"सबै भन्दा ठूलो मोह हो । | खाजा खाने बेला भयो कति बेर कुर्ने? | चुनाव नतीजों से पहले बॉक्सर विजेंदर सिंह के घर खुशखबरी, पिता बने | जिनपिंग से मिलकर नरम पड़ा तानाशाह किम जोंग, परमाणु प्रसार रोकने को राजी","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, b04876941eb74a0d7971c73e1d6d2101f02d13c2134e7af8e89454473adcacbaa9511a8616ff377aa7683e3f7ed35325d9f4d5ee12ad49f61dd1513aca8bb628, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",21.599999999999998
"hi, hi, ne-NP, hi","3690, 842, 13, 1462",mixed_clip_78.wav,'कैलकुलेटर' मोबाइल App के जरिए सेना की आंखों में धूल झोंक रहे हैं आतंकी | सहारनपुर हिंसा में हाथ होने से भीम आर्मी का इनकार | सर्भर बन्द भएको रहेछ । | अफगानिस्तान की वेस्टइंडीज पर जीत में दौलत जादरान की हैट्रिक,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.908
"hi, hi, hi, hi","3869, 942, 2790, 2036",mixed_clip_79.wav,सत्ता में लौटे तो शराब पर लगाएंगे बैन: नीतीश कुमार | व्यंग्यः नीता अंबानी का बर्थडे और साढ़े बारह किलो का मलाई वाला केक | तुम्हें अपने जन्मदिन पर बहुत सारे तोहफ़े मिलेंगे। | समुद्र तट पर शादी की योजना बना रही हैं निक्की मिनाज,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.188000000000002
"hi, hi, hi, hi, hi","2740, 2815, 1932, 708, 2250",mixed_clip_80.wav,उसके बाद क्या हुआ? | मैं संगीत सुनता हूँ। | इंडियन ऑयल ने आधी रात से पेट्रोल के दाम बढ़ाने घोषणा की | हरियाणा के शिक्षा मंत्री को उम्मीद- डेरा समर्थक शांति बनाए रखेंगे | मिलिए महेंद्र सिंह धोनी की पत्नी साक्षी के नए Love से,"3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",22.356
"ne-NP, hi, hi, hi, hi, hi","86, 2084, 3679, 3978, 3372, 3614",mixed_clip_81.wav,"मुखमा राम राम, बगलीमा छुरा | शहाबुद्दीन से जेल जाकर मिले मंत्री अब्दुल गफूर, बीजेपी ने मांगा इस्तीफा | खाओ और पियो। | लुटेरी हसीना का खौफ, रात में हुस्न की नुमाइश के बाद करते लूटपाट | मैंने उसे महीनों से नहीं देखा है। | बुधवार को यूपी के दौरे पर रहेंगे चुनाव आयुक्त","9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",20.88
